"Bankrupt?"," ROA(C) before interest and depreciation before interest"," ROA(A) before interest and % after tax"," ROA(B) before interest and depreciation after tax"," Operating Gross Margin"," Realized Sales Gross Margin"," Operating Profit Rate"," Pre-tax net Interest Rate"," After-tax net Interest Rate"," Non-industry income and expenditure/revenue"," Continuous interest rate (after tax)"," Operating Expense Rate"," Research and development expense rate"," Cash flow rate"," Interest-bearing debt interest rate"," Tax rate (A)"," Net Value Per Share (B)"," Net Value Per Share (A)"," Net Value Per Share (C)"," Persistent EPS in the Last Four Seasons"," Cash Flow Per Share"," Revenue Per Share (Yuan ¥)"," Operating Profit Per Share (Yuan ¥)"," Per Share Net profit before tax (Yuan ¥)"," Realized Sales Gross Profit Growth Rate"," Operating Profit Growth Rate"," After-tax Net Profit Growth Rate"," Regular Net Profit Growth Rate"," Continuous Net Profit Growth Rate"," Total Asset Growth Rate"," Net Value Growth Rate"," Total Asset Return Growth Rate Ratio"," Cash Reinvestment %"," Current Ratio"," Quick Ratio"," Interest Expense Ratio"," Total debt/Total net worth"," Debt ratio %"," Net worth/Assets"," Long-term fund suitability ratio (A)"," Borrowing dependency"," Contingent liabilities/Net worth"," Operating profit/Paid-in capital"," Net profit before tax/Paid-in capital"," Inventory and accounts receivable/Net value"," Total Asset Turnover"," Accounts Receivable Turnover"," Average Collection Days"," Inventory Turnover Rate (times)"," Fixed Assets Turnover Frequency"," Net Worth Turnover Rate (times)"," Revenue per person"," Operating profit per person"," Allocation rate per person"," Working Capital to Total Assets"," Quick Assets/Total Assets"," Current Assets/Total Assets"," Cash/Total Assets"," Quick Assets/Current Liability"," Cash/Current Liability"," Current Liability to Assets"," Operating Funds to Liability"," Inventory/Working Capital"," Inventory/Current Liability"," Current Liabilities/Liability"," Working Capital/Equity"," Current Liabilities/Equity"," Long-term Liability to Current Assets"," Retained Earnings to Total Assets"," Total income/Total expense"," Total expense/Assets"," Current Asset Turnover Rate"," Quick Asset Turnover Rate"," Working capitcal Turnover Rate"," Cash Turnover Rate"," Cash Flow to Sales"," Fixed Assets to Assets"," Current Liability to Liability"," Current Liability to Equity"," Equity to Long-term Liability"," Cash Flow to Total Assets"," Cash Flow to Liability"," CFO to Assets"," Cash Flow to Equity"," Current Liability to Current Assets"," Liability-Assets Flag"," Net Income to Total Assets"," Total assets to GNP price"," No-credit Interval"," Gross Profit to Sales"," Net Income to Stockholder's Equity"," Liability to Equity"," Degree of Financial Leverage (DFL)"," Interest Coverage Ratio (Interest expense to EBIT)"," Net Income Flag"," Equity to Liability"
"0","0.474187100862867","0.532817269952028","0.524064457412067","0.620526384064342","0.620382248230733","0.999025590244117","0.797426396993142","0.809322729019739","0.303470627177254","0.781576992054155","0.0003729276928472","1820000000.0","0.485916308094915","0.337732773277328","0.642980058710396","0.193586448105853","0.193586448105853","0.193586448105853","0.214994800037818","0.321673622409281","0.0099218052845712","0.0982004722742448","0.17157490396927","0.0220745439776484","0.848018311849548","0.689168455023546","0.689168455023546","0.217566077794762","5410000000.0","0.0004694917456144","0.26381953671974","0.378944525166723","0.0189378504279238","0.0158811059942332","0.630686908398515","0.0017700325554674","0.0478277957493122","0.952172204250688","0.0056215606171069","0.36963718146295","0.0055529150823827","0.0981809891380461","0.170597994118091","0.394620744537615","0.0464767616191904","0.0014162093068081","0.0044625283391043","0.0002107535519043","953000000.0","0.0156451612903226","0.0193234728199404","0.396124013477759","0.0250767319881073","0.773878309166849","0.104923391843295","0.119521380218261","0.0086181547603217","0.0161858850563996","0.0036364048057755","0.0121257452438728","0.358008682981205","0.277086183871573","0.0074543804468262","0.223249638479715","0.733069830853388","0.326559672494753","0.0","0.939296757089754","0.0022379719383504","0.0279158701574257","9020000000.0","840000000.0","0.593963383320807","1860000000.0","0.671575644526118","0.26234609441383","0.223249638479715","0.326559672494753","0.110933233663468","0.644935309135997","0.460282249139773","0.593051227238267","0.31479023977287","0.0154883171726132","0","0.797257394356102","0.0111407856446073","0.623853055357387","0.620526367832554","0.840112869630469","0.276063060828104","0.026799694740903","0.565198780684521","1","0.0802888033727419"
"0","0.459123482669527","0.530091583078936","0.511055195674287","0.593731532596319","0.593731532596319","0.998601763019572","0.797333017179257","0.809263359029082","0.304194032018822","0.78139678107257","0.0003695742345239","0.0","0.460397742046417","0.0001930193019301","0.0","0.187476296826935","0.187476296826935","0.187476296826935","0.213103904698875","0.314706090401075","0.0017998396781463","0.0921749043237521","0.169616630262861","0.0222731411047364","0.84806804980534","0.689667683011983","0.689667683011983","0.217610172282386","6740000000.0","0.0004441380933584","0.264058092640511","0.372815841436608","0.0139637629835788","0.0001958858970887","0.604677333187217","0.0127568188657566","0.17265773800526","0.827342261994739","0.0079495839293755","0.381217805195009","0.0053658477137564","0.0921719022261306","0.168637357665334","0.420697111423415","0.0044977511244377","0.0055370131780507","0.0011416763087222","95500000.0","4770000000.0","0.0101612903225806","0.044163741315747","0.339148820696049","0.119860334034401","0.88656931660414","0.0361365867958161","0.876239886364045","0.0130261835274333","0.0005083845173557","0.000583987743955","0.118144277263374","0.338705591366333","0.277823343320288","0.0350797146341263","0.649221158292727","0.745353057664117","0.333638107256332","0.0073701540917534","0.930241825356542","0.0022018144904161","0.0021565831185848","0.007348831576041","0.0003539275906758","0.596761469827612","0.0002817283811062","0.671501043423306","0.0547559878319161","0.649221158292727","0.333638107256332","0.125424892301373","0.638666486107058","0.458642638378532","0.55376134588236","0.313615832047365","0.0209936710684501","0","0.79558620212586","0.0210469539553266","0.619077566768782","0.593733001378856","0.840000463096697","0.284030858426098","0.0267260124669518","0.56482736801271","1","0.0205854399971072"
"0","0.393652805537952","0.491550370693415","0.433534985812945","0.618328312601796","0.618328312601796","0.997818006186398","0.797021751132974","0.808971196180322","0.305289653183815","0.780673130121592","0.0015484882898969","0.0016020947439713","0.449012354998616","0.0001310131013101","0.0","0.15174244658885","0.15174244658885","0.15174244658885","0.199111279190697","0.308905708424701","0.0038719240134912","0.0745867600358277","0.164946900655269","0.022611263499196","0.848027499489915","0.689581554498199","0.689581554498199","0.217595694238324","8980000000.0","0.0004211051986416","0.264995221111033","0.34626131664245","0.0058377352956777","0.0030150208300321","0.630504719113437","0.0056028232976773","0.11234392478157","0.88765607521843","0.0053056829258166","0.374384622094779","0.0053658477137564","0.074576188382432","0.163939371088153","0.39875914863288","0.0434782608695652","0.0010915768009495","0.0057937724417954","3670000000.0","9680000000.0","0.0151612903225806","0.0039451845541471","0.376902376698853","0.0083525941350689","0.749036354233234","0.171963527585293","0.314686697466827","0.0136875269456574","0.0031142231655571","0.000725154753547","0.0999019943875312","0.309429509398396","0.262473658901979","0.0073855019755502","0.837833788395581","0.731816710530339","0.330432063354556","0.0043832378836381","0.892577481347246","0.002176093569727","0.0656497189620675","0.0003424704508356","0.0001901882685374","0.59391053483786","3950000000.0","0.671336070602716","0.32022775092177","0.837833788395581","0.330432063354556","0.113052158071158","0.536940897128754","0.435450604221213","0.449972256729876","0.298615617230988","0.0491746139727387","0","0.775251832515166","0.0002567403511509","0.623665898024184","0.618327936302502","0.838492812387796","0.278842446201137","0.0267588458636545","0.564999471734543","1","0.033495234788689"
"0","0.48418076341832","0.54917139119058","0.533112050966326","0.610898110379221","0.610905317170902","0.99910774432172","0.797471357644272","0.809371683222561","0.303377331397486","0.781633693951788","0.0001387637926873","0.0001061158557632","0.463821578051215","0.0003080308030803","0.247697135337585","0.182883148624162","0.182883148624162","0.182883148624162","0.21991112791907","0.319834476904577","0.0176807780147315","0.107320250793909","0.176470588235294","0.0221570833899807","0.848102471105871","0.689239175622301","0.689239175622301","0.217576567159255","6610000000.0","0.000478400460039","0.263598076011532","0.376262061771171","0.013861423209288","0.0103676042156641","0.630910535472117","0.0032026555047921","0.0765788916769961","0.923421108323004","0.0065295386519973","0.36963718146295","0.0053658477137564","0.107300470630384","0.174760576125481","0.399197238027231","0.0944527736131934","0.0006675255901717","0.0094655810637144","0.000106618750646","0.0003979178155976","0.0235483870967742","0.0364995667053449","0.409827909816603","0.0111909099102147","0.823997514436626","0.38082392802278","0.472884021092828","0.120783643320991","0.0108103691188319","0.0098945768747271","0.0644398542338213","0.346378249604513","0.277176463375518","0.0082289861068149","0.77988686074809","0.736021414060916","0.328477332698222","0.0","0.933330821274281","0.0023034197259844","0.023266349450851","0.0001983013065319","0.0001634327548365","0.593996547749342","0.0001393524841258","0.671570156812683","0.115951222587659","0.77988686074809","0.328477332698222","0.110933233663468","0.640528874553347","0.458496830396348","0.579136579265249","0.314263339625503","0.02114729176396","0","0.805954868229011","0.0019992882269174","0.624063456931689","0.610899757248797","0.84066762895086","0.277101839964741","0.0268655800443775","0.565489914437169","1","0.0502239049817541"
"0","0.494418173840979","0.56220017444396","0.544408158895016","0.607316334914023","0.607316334914023","0.999084865970995","0.797567780948388","0.809457353077501","0.303593893622025","0.781726325764753","0.0001040728445155","0.0","0.463249540776528","0.0008940894089408","0.149711509262071","0.187771269647297","0.187771269647297","0.187771269647297","0.230027417982415","0.323442031548419","0.0216736996536443","0.107727383763537","0.186111320328387","0.0220762823148792","0.848016006116498","0.689385060300924","0.689385060300924","0.217591655783218","6260000000.0","0.000508695079959","0.263939203207683","0.385678625982639","0.0111781242492223","0.0001965097375253","0.632893727483185","0.0082665353504956","0.140550835928289","0.859449164071711","0.006673392450487","0.378151260504202","0.0053780345130155","0.107732017522432","0.183621144710052","0.415862051410527","0.0749625187406297","0.0491148691832449","0.000128940256258","917000000.0","0.0005159314643299","0.0262903225806452","0.158101141254058","0.457384500576649","0.0397453176058162","0.861227899430915","0.0124524448663116","0.87888214606541","0.0154473333066495","8140000000.0","0.0005556540036517","0.147365330140638","0.346230993157355","0.278048831759497","0.0289934307995565","0.996929132306876","0.740618641640029","0.33357870871745","0.0","0.938695858483044","0.0025898570172427","0.0088487067492031","0.0004753157808769","129000000.0","0.594068344370866","2220000000.0","0.671578333169652","0.0763818534487245","0.996929132306876","0.33357870871745","0.110933233663468","0.648366337478542","0.460258778842132","0.590006509425355","0.315531188077856","0.0261608589791262","0","0.814599952800331","0.0040779705110888","0.622254669584501","0.607316049169183","0.841685101426325","0.280774029793103","0.0267925555377902","0.565165056929322","1","0.0261199800345294"
"0","0.550041437137425","0.586295246402093","0.595963381337331","0.608411767249456","0.608411767249456","0.999015999824368","0.797455863512191","0.809371683222561","0.303541928356092","0.781634255356715","0.0001904533054633","0.0001815005596974","0.468881004504165","0.0","0.0915072375746533","0.214023850659475","0.214023850659475","0.214023850659475","0.243925498723646","0.332956072716984","0.0947713901114691","0.119697093070597","0.19605332529939","0.0220799012169325","0.847983996424514","0.689283696994753","0.689283696994753","0.217580137724327","6500000000.0","0.0004580875929756","0.263378946468673","0.380350955627585","0.0156898106402164","0.0090444386496599","0.63061225188696","0.004119132948504","0.0917556005683708","0.908244399431629","0.0064777312623614","0.369905588000438","0.0053658477137564","0.119685052192747","0.194864640675666","0.40446234909696","0.305847076461769","0.0017448997189899","0.003623135809954","0.0001070008967057","0.0013480789874428","0.0580645161290323","0.0523537446939765","0.40160783338233","0.0047721282497717","0.88548787653679","0.532432271201157","0.801395357525063","0.172053436436096","0.0100646599414811","0.0094471740868541","0.0963752838133881","0.362808954520151","0.277270899338358","0.0148713173508121","0.984273575354461","0.740013163338446","0.329870564584875","0.0001262719846741","0.951136434000979","0.0023156435312962","0.0646639568123244","958000000.0","6460000000.0","0.593960991894982","6130000000.0","0.671563457283868","0.111697815482321","0.984273575354461","0.329870564584875","0.111071300425927","0.610811671682464","0.450509691529777","0.631545949367283","0.310215425564391","0.018695119518282","0","0.828393348994604","0.0038764736833191","0.623847845828043","0.60841204169238","0.842224051708312","0.277766433115971","0.0267911566924924","0.565158395757604","1","0.0416089098038324"
"0","0.585189879588554","0.641681203663323","0.626800149900958","0.606228109370271","0.606228109370271","0.999057827920138","0.797579263206984","0.809461779787331","0.303670028779089","0.781726466115985","0.0001135550370158","4890000000.0","0.471211091819532","0.0001040104010401","0.175118939163883","0.222999452193334","0.222999452193334","0.222999452193334","0.287321546752387","0.348199759496357","0.100972518414326","0.140949434085172","0.243579121789561","0.0221185081065223","0.848065849947787","0.689400554777273","0.689400554777273","0.217593427792278","0.0001056669258434","0.0004920754614526","0.263953190199781","0.390233225289669","0.0095737610803086","0.0084006353191006","0.630633484472815","0.0093644844472409","0.149832209692536","0.850167790307464","0.0057680840395392","0.37292739826833","0.0060336843131519","0.14094484342176","0.241444838247493","0.39977197915927","0.254872563718141","0.0019153317845657","0.0033029199417634","0.0005915621003588","0.0008631639307925","0.0593548387096774","0.0239942423218718","0.399708283394767","0.004701205540295","0.799880064832485","0.456611612197531","0.482986453341659","0.0339875320924742","0.0087939322653792","0.0019014570487892","0.094579423976414","0.3584174344212","0.277101300344674","0.0023687512151862","0.595911084848468","0.736039873185648","0.331229487782342","0.007982245592501","0.957379462198112","0.002562917844305","0.0276124051191036","8160000000.0","8220000000.0","0.593938980980461","1740000000.0","0.671575084814155","0.166857542564712","0.595911084848468","0.331229487782342","0.118298565912858","0.64996836713999","0.460472122964805","0.650729246724812","0.315893814681557","0.0304589025029116","0","0.84978037766568","0.0043676071388092","0.623896242741488","0.606226285700453","0.845084803725585","0.281570452927499","0.0267965818986666","0.565184132162426","1","0.0242832073346362"
"0","0.471067128162629","0.541048844308766","0.523207880507522","0.615099669928941","0.615099669928941","0.999124845311151","0.797394855367119","0.80930879790351","0.303207900460654","0.781558746394026","0.0001889500310426","0.0","0.461414324417268","0.0005130513051305","0.865370988966494","0.17285407273187","0.17285407273187","0.17285407273187","0.214238441902241","0.317606281389262","0.008016092684181","0.101294682843417","0.170369812457634","0.0220720312901966","0.84799591329992","0.689127886618058","0.689127886618058","0.217559689934386","6450000000.0","0.0004443127740334","0.263772136357632","0.376345888752282","0.0099063653467539","0.0005589610311832","0.635102258873166","0.0119415643038875","0.167850772440064","0.832149227559936","0.006728648104382","0.383375122740073","0.0056394413571219","0.101315810901037","0.169368825880401","0.415143959926208","0.0299850074962519","0.0008318707962626","0.0076108907551544","42000000.0","0.0002125758672679","0.0164516129032258","0.0571860816944024","0.423226521336017","0.0377221354802691","0.826107954317459","0.0411748202141967","0.703346105437299","0.0088497055822914","0.0005035797598764","0.0003530189486062","0.132838378922236","0.340714405099441","0.278179086112652","0.0246220959566624","0.752598020793607","0.739105608687195","0.33425306216492","0.0060869698149296","0.931895575829056","0.0022313215736503","0.0123719788133393","0.0009632797034198","5730000000.0","0.59417590180191","3160000000.0","0.671569675650616","0.0805586687977328","0.752598020793607","0.33425306216492","0.120202625083427","0.641979597977469","0.45912975646305","0.564931666177743","0.314362371158477","0.0294572679799326","0","0.796043298806253","0.0298893443372491","0.62201281512111","0.615101096838004","0.840050685031141","0.283439717244697","0.038863000054163","0.569791650002576","1","0.0212842588045931"
"0","0.484229512991761","0.546609245529874","0.535574709566893","0.605406535118696","0.605406535118696","0.999007218235201","0.797439124315924","0.809350721449544","0.303531051905083","0.781603237734495","0.0001510212610414","0.0","0.463145533999312","0.0005230523052305","0.210851300738941","0.181239728625005","0.181239728625005","0.181239728625005","0.217831143046232","0.319763740539011","0.0196318647246548","0.0994218711831284","0.174135723431498","0.0221128822151208","0.848091895320096","0.689223479169538","0.689223479169538","0.217614552529501","684000000.0","0.0004311618146447","0.263683552074349","0.374240900115495","0.0100817158136792","0.0080687522068355","0.631772167504555","0.0049900144994938","0.104362547994074","0.895637452005926","0.0054545978863641","0.373501117242212","0.0065095788242176","0.0994512026316218","0.173124198778373","0.398192445838352","0.095952023988006","0.0012011402716768","0.0052677645089809","9670000000.0","0.0001823159573365","0.0241935483870968","0.0113273504399042","0.393693041767486","0.0076841312624036","0.803355858021545","0.392354037510282","0.476849938629596","0.115407970729116","0.0080529606850221","0.006874663359676","0.0887985383602047","0.344890052164872","0.277236762111927","0.005591624477779","0.79908140428968","0.735292037511271","0.329803110225644","0.0012822532917451","0.940632554431628","0.0022856642777023","0.0208006077808644","0.000200128807369","0.0001686284153279","0.593973533900598","0.0001331897893204","0.671598571519285","0.256412398124204","0.79908140428968","0.329803110225644","0.111827083025068","0.672383016128283","0.46638078421516","0.579058824715185","0.31881607650215","0.0289544700039246","0","0.80273133499151","0.0056324085097255","0.623957079267852","0.605407816208565","0.840526610696461","0.278398168723343","0.0271710768791857","0.566490885535272","1","0.0362759182182855"
"0","0.486910739531029","0.533035324901875","0.534289844210076","0.604282275616541","0.604282275616541","0.999010569104752","0.797385724896428","0.809311141455773","0.303430988555798","0.781566185009309","0.0001296285096687","8510000000.0","0.472568212509331","0.0001530153015301","0.1876708168843","0.178163583498378","0.178163583498378","0.178163583498378","0.214711165736976","0.327226427106175","0.0305519004189543","0.102353228564449","0.170595767116065","0.0221809460192401","0.848360160302091","0.698751976194944","0.690019612486897","0.217629856847452","5320000000.0","0.0004656238163824","0.263988157680024","0.393269624827689","0.0184423761548326","0.0150832140758365","0.631088957685511","0.0029099298735169","0.0712579738186655","0.928742026181335","0.0054779014786963","0.36963718146295","0.0053658477137564","0.102105623137427","0.169564889525677","0.398405461782394","0.167916041979011","0.0013736012904142","0.0046034233211082","0.0001530494968951","0.0003124335700414","0.0358064516129032","0.0155868572183952","0.394529748309627","0.0060442635113918","0.879490038741632","0.613509793487906","0.699142316624329","0.451787228158516","0.0156229626308215","0.033286639614366","0.071702045043367","0.371951294774255","0.277093313421025","0.0076297813261779","0.93119485078296","0.738953529128968","0.32867594183841","0.0","0.920868741254203","0.0022354005292889","0.0413082769852401","0.0001478417542281","0.0001340005774936","0.593989205143009","0.0002704948332367","0.671578406590644","0.282572834773601","0.93119485078296","0.32867594183841","0.110933233663468","0.656130654351265","0.463852253394621","0.63902084001573","0.316192909805409","0.0159053289524634","0","0.797266332566172","0.0009295450217971","0.624367644231031","0.60428337253152","0.840120963237737","0.276889819736312","0.0269249898574234","0.565724807317645","1","0.0540631684457587"
